id,dataset_id,category,prompt,completion,group_id
food-data.csv:000069,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""50 g beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0\"" fat, select, cooked, roasted cal88""}]","{""items"":[{""name"":""beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0\"" fat, select, cooked, roasted"",""quantity"":50,""unit"":""g""}],""mealType"":""unknown""}","food-data.csv:[""beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0\"" fat, select, cooked, roasted""]"
food-data.csv:000070,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate 50 gr beef, round, eye of round roast, boneless, separable lean only, trimmed to 0\"" fat, select, raw -12d""}]","{""items"":[{""name"":""beef, round, eye of round roast, boneless, separable lean only, trimmed to 0\"" fat, select, raw"",""quantity"":50,""unit"":""g""}],""mealType"":""unknown""}","food-data.csv:[""beef, round, eye of round roast, boneless, separable lean only, trimmed to 0\"" fat, select, raw""]"
food-data.csv:000071,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""50 gr beef, round, top round roast, boneless, separable lean only, trimmed to 0\"" fat, select, raw cal62""}]","{""items"":[{""name"":""beef, round, top round roast, boneless, separable lean only, trimmed to 0\"" fat, select, raw"",""quantity"":50,""unit"":""g""}],""mealType"":""unknown""}","food-data.csv:[""beef, round, top round roast, boneless, separable lean only, trimmed to 0\"" fat, select, raw""]"
food-data.csv:000072,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8\"" fat, choice, cooked, grilled 50 gr""}]","{""items"":[{""name"":""beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8\"" fat, choice, cooked, grilled"",""quantity"":50,""unit"":""g""}],""mealType"":""unknown""}","food-data.csv:[""beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8\"" fat, choice, cooked, grilled""]"
food-data.csv:000073,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8\"" fat, select, raw 50 gr bf -3h""}]","{""items"":[{""name"":""beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8\"" fat, select, raw"",""quantity"":50,""unit"":""g""}],""mealType"":""breakfast""}","food-data.csv:[""beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8\"" fat, select, raw""]"
food-data.csv:000075,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""carrots, frozen, unprepared 200 grams 9d ago""}]","{""items"":[{""name"":""carrots, frozen, unprepared"",""quantity"":200,""unit"":""g""}],""mealType"":""unknown""}","food-data.csv:[""carrots, frozen, unprepared""]"
food-data.csv:000077,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate cup0.2 cheese, ricotta, whole milk tmr""}]","{""items"":[{""name"":""cheese, ricotta, whole milk"",""quantity"":0.2,""unit"":""cup""}],""mealType"":""unknown""}","food-data.csv:[""cheese, ricotta, whole milk""]"
food-data.csv:000078,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""cheese, swiss slice2 -20h""}]","{""items"":[{""name"":""cheese, swiss"",""quantity"":2,""unit"":""slice""}],""mealType"":""unknown""}","food-data.csv:[""cheese, swiss""]"
food-data.csv:000079,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""figs, dried, uncooked 2 cups""}]","{""items"":[{""name"":""figs, dried, uncooked"",""quantity"":2,""unit"":""cup""}],""mealType"":""unknown""}","food-data.csv:[""figs, dried, uncooked""]"
food-data.csv:000080,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""10 pieces melons, cantaloupe, raw -30d""}]","{""items"":[{""name"":""melons, cantaloupe, raw"",""quantity"":10,""unit"":""piece""}],""mealType"":""unknown""}","food-data.csv:[""melons, cantaloupe, raw""]"
food-data.csv:000081,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""1 cup oranges, raw, navels dinner""}]","{""items"":[{""name"":""oranges, raw, navels"",""quantity"":1,""unit"":""cup""}],""mealType"":""dinner""}","food-data.csv:[""oranges, raw, navels""]"
food-data.csv:000083,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""pears, raw, bartlett cup1 lunch""}]","{""items"":[{""name"":""pears, raw, bartlett"",""quantity"":1,""unit"":""cup""}],""mealType"":""lunch""}","food-data.csv:[""pears, raw, bartlett""]"
food-data.csv:000084,food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate piece6 restaurant, chinese, sweet and sour pork 217kcal""}]","{""items"":[{""name"":""restaurant, chinese, sweet and sour pork"",""quantity"":6,""unit"":""piece""}],""mealType"":""unknown""}","food-data.csv:[""restaurant, chinese, sweet and sour pork""]"
